Notes,Jurisdiction,Jurisdiction_Long,GearType,Stakeholders,Index,Species,RPC-,DirectImpacts-PersonalIncomeMultipliers_000_2006,IndirectImpacts-PersonalIncomeMultipliers_000_2006,InducedImpacts-PersonalIncomeMultipliers_000_2006,TotalImpacts-PersonalIncomeMultipliers_000_2006,DirectImpacts-OutputMultipliers_000_2006,IndirectImpacts-OutputMultipliers_000_2006,InducedImpacts-OutputMultipliers_000_2006,TotalImpacts-OutputMultipliers_000_2006,DirectImpacts-EmploymentMultipliers_000_2006,IndirectImpacts-EmploymentMultipliers_000_2006,InducedImpacts-EmploymentMultipliers_000_2006,TotalImpacts-EmploymentMultipliers_000_2006,DirectImpacts-PersonalIncomeImpacts_000_2006,IndirectImpacts-PersonalIncomeImpacts_000_2006,InducedImpacts-PersonalIncomeImpacts_000_2006,TotalImpacts-PersonalIncomeImpacts_000_2006,DirectImpacts-OutputImpacts_000_2006,IndirectImpacts-OutputImpacts_000_2006,InducedImpacts-OutputImpacts_000_2006,TotalImpacts-OutputImpacts_000_2006,DirectImpacts-EmploymentImpacts_Full-part-timejobs,IndirectImpacts-EmploymentImpacts_Full-part-timejobs,InducedImpacts-EmploymentImpacts_Full-part-timejobs,TotalImpacts-EmploymentImpacts_Full-part-timejobs,DirectImpacts-ValueAdded,IndirectImpacts-ValueAdded,InducedImpacts-ValueAdded,TotalImpacts-ValueAdded
,MD,Maryland,,Harvesters,12, Sea Scallop ,0.69,0.69,0.11,0.19,0.99,1,0.41,0.56,1.97,26.31,1.94,4.02,32.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Harvesters,13,Pelagic Herring and Mackerel,0.6,0.48,0.18,0.15,0.81,1,0.69,0.46,2.14,16.98,3.23,3.29,23.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Harvesters,14, Surf Clam/Ocean Quahog  ,0.68,0.41,0.25,0.16,0.82,1,0.74,0.46,2.2,16.13,3.67,3.34,23.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Harvesters,15, Other Trawl  ,0.56,0.36,0.26,0.15,0.77,1,0.84,0.43,2.27,16.13,4.32,3.13,23.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Harvesters,16, All Other Finfish   ,0.7,0.6,0.17,0.18,0.95,1,0.52,0.54,2.06,16.13,2.77,3.9,22.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Harvesters,17, All Other Shellfish   ,0.69,0.59,0.17,0.18,0.94,1,0.54,0.53,2.07,6.33,16.13,3.84,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Harvesters,18, Freshwater  ,0.54,0.33,0.28,0.14,0.74,1,0.88,0.42,2.31,16.13,5.28,3.05,24.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Harvesters,19, Inshore and Miscellaneous ,0.58,0.34,0.27,0.15,0.76,1,0.86,0.43,2.29,16.13,6.53,3.11,25.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Harvesters,20, Bait ,0.49,0.24,0.3,0.13,0.68,1,0.99,0.38,2.38,16.13,5.14,2.78,24.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Processors,Mark-up on seafood inputs,128.90%,,,,,NA,,,,NA,,,,NA,,,,,,,,,,,,,,,,
,MD,Maryland,,Processors,1, Shrimp ,0.69,0.34,0.22,0.18,0.74,1,0.62,0.52,2.14,5.54,5.24,3.78,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Processors,2, Crab ,0.69,0.34,0.22,0.18,0.74,1,0.62,0.52,2.14,5.54,5.21,3.76,14.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Processors,3, Lobster ,0.69,0.34,0.22,0.18,0.74,1,0.62,0.52,2.14,5.54,5.24,3.78,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Processors,4, East Coast Groundfish  ,0.69,0.34,0.22,0.18,0.74,1,0.62,0.52,2.14,5.54,5.24,3.78,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Processors,5, HMS  ,0.69,0.34,0.22,0.18,0.74,1,0.62,0.52,2.14,5.54,5.24,3.78,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Processors,6, Reef Fish ,0.69,0.34,0.22,0.18,0.74,1,0.62,0.52,2.14,5.54,5.24,3.78,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Processors,7, West Coast Groundfish  ,0.69,0.34,0.22,0.18,0.74,1,0.62,0.52,2.14,5.54,5.24,3.78,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Processors,8,West Coast Whiting,0.69,0.34,0.22,0.18,0.74,1,0.62,0.52,2.14,5.54,5.24,3.78,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Processors,9, Halibut ,0.69,0.34,0.22,0.18,0.74,1,0.62,0.52,2.14,5.54,4.62,3.78,13.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Processors,10, Menhaden & Industrial ,0.69,0.34,0.22,0.18,0.74,1,0.62,0.52,2.14,5.54,5.24,3.78,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Processors,11, Salmon ,0.69,0.34,0.22,0.18,0.74,1,0.62,0.52,2.14,5.54,5.24,3.78,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Processors,12, Sea Scallop ,0.69,0.34,0.22,0.18,0.74,1,0.62,0.52,2.14,5.54,5.24,3.78,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Processors,13,Pelagic Herring and Mackerel,0.69,0.34,0.22,0.18,0.74,1,0.62,0.52,2.14,5.54,5.24,3.78,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Processors,14, Surf Clam/Ocean Quahog  ,0.69,0.34,0.22,0.18,0.74,1,0.62,0.52,2.14,5.54,5.24,3.78,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Processors,15, Other Trawl  ,0.69,0.34,0.22,0.18,0.74,1,0.62,0.52,2.14,5.54,5.24,3.78,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Processors,16, All Other Finfish   ,0.69,0.34,0.22,0.18,0.74,1,0.62,0.52,2.14,5.54,5.24,3.78,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Processors,17, All Other Shellfish   ,0.69,0.34,0.22,0.18,0.74,1,0.62,0.52,2.14,5.54,5.24,3.78,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Processors,18, Freshwater  ,0.69,0.34,0.22,0.18,0.74,1,0.62,0.52,2.14,5.54,5.24,3.78,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Processors,19, Inshore and Miscellaneous ,0.69,0.34,0.22,0.18,0.74,1,0.62,0.52,2.14,5.54,5.24,3.78,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Processors,20, Bait ,0.69,0.34,0.22,0.18,0.74,1,0.62,0.52,2.14,5.54,5.24,3.78,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Processors,Mark-up on seafood inputs,62.70%,,,,,NA,,,,NA,,,,NA,,,,,,,,,,,,,,,,
,MD,Maryland,,Wholesalers,1, Shrimp ,0.74,0.75,0.29,0.16,1.2,1,0.79,0.47,2.26,10.69,4.7,3.38,18.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Wholesalers,2, Crab ,0.74,0.75,0.29,0.16,1.2,1,0.79,0.47,2.26,10.69,4.7,3.38,18.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Wholesalers,3, Lobster ,0.74,0.75,0.29,0.16,1.2,1,0.79,0.47,2.26,10.69,4.7,3.38,18.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Wholesalers,4, East Coast Groundfish  ,0.74,0.75,0.29,0.16,1.2,1,0.79,0.47,2.26,10.69,4.7,3.38,18.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Wholesalers,5, HMS  ,0.74,0.75,0.29,0.16,1.2,1,0.79,0.47,2.26,10.69,4.7,3.38,18.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Wholesalers,6, Reef Fish ,0.74,0.75,0.29,0.16,1.2,1,0.79,0.47,2.26,10.69,4.7,3.38,18.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Wholesalers,7, West Coast Groundfish  ,0.74,0.75,0.29,0.16,1.2,1,0.79,0.47,2.26,10.69,4.7,3.38,18.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Wholesalers,8,West Coast Whiting,0.74,0.75,0.29,0.16,1.2,1,0.79,0.47,2.26,10.69,4.7,3.38,18.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Wholesalers,9, Halibut ,0.74,0.75,0.29,0.16,1.2,1,0.79,0.47,2.26,10.69,4.7,3.38,18.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Wholesalers,10, Menhaden & Industrial ,0.74,0.75,0.29,0.16,1.2,1,0.79,0.47,2.26,10.69,4.7,3.38,18.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Wholesalers,11, Salmon ,0.74,0.75,0.29,0.16,1.2,1,0.79,0.47,2.26,10.69,4.7,3.38,18.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Wholesalers,12, Sea Scallop ,0.74,0.75,0.29,0.16,1.2,1,0.79,0.47,2.26,10.69,4.7,3.38,18.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Wholesalers,13,Pelagic Herring and Mackerel,0.74,0.75,0.29,0.16,1.2,1,0.79,0.47,2.26,10.69,4.7,3.38,18.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Wholesalers,14, Surf Clam/Ocean Quahog  ,0.74,0.75,0.29,0.16,1.2,1,0.79,0.47,2.26,10.69,4.7,3.38,18.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Wholesalers,15, Other Trawl  ,0.74,0.75,0.29,0.16,1.2,1,0.79,0.47,2.26,10.69,4.7,3.38,18.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Wholesalers,16, All Other Finfish   ,0.74,0.75,0.29,0.16,1.2,1,0.79,0.47,2.26,10.69,4.7,3.38,18.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Wholesalers,17, All Other Shellfish   ,0.74,0.75,0.29,0.16,1.2,1,0.79,0.47,2.26,10.69,4.7,3.38,18.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Wholesalers,18, Freshwater  ,0.74,0.75,0.29,0.16,1.2,1,0.79,0.47,2.26,10.69,4.7,3.38,18.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Wholesalers,19, Inshore and Miscellaneous ,0.74,0.75,0.29,0.16,1.2,1,0.79,0.47,2.26,10.69,4.7,3.38,18.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Wholesalers,20, Bait ,0.74,0.75,0.29,0.16,1.2,1,0.79,0.47,2.26,10.69,4.7,3.38,18.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Wholesalers,Mark-up on seafood inputs,33.40%,,,,,NA,,,,NA,,,,NA,,,,,,,,,,,,,,,,
,MD,Maryland,,Grocers,1, Shrimp ,0.73,0.88,0.2,0.18,1.26,1,0.5,0.54,2.04,32.15,3,3.93,39.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Grocers,2, Crab ,0.73,0.88,0.2,0.18,1.26,1,0.5,0.54,2.04,32.15,3,3.93,39.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Grocers,3, Lobster ,0.73,0.88,0.2,0.18,1.26,1,0.5,0.54,2.04,32.15,3,3.93,39.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Grocers,4, East Coast Groundfish  ,0.73,0.88,0.2,0.18,1.26,1,0.5,0.54,2.04,32.15,3,3.93,39.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Grocers,5, HMS  ,0.73,0.88,0.2,0.18,1.26,1,0.5,0.54,2.04,32.15,3,3.93,39.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Grocers,6, Reef Fish ,0.73,0.88,0.2,0.18,1.26,1,0.5,0.54,2.04,32.15,3,3.93,39.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Grocers,7, West Coast Groundfish  ,0.73,0.88,0.2,0.18,1.26,1,0.5,0.54,2.04,32.15,3,3.93,39.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Grocers,8,West Coast Whiting,0.73,0.88,0.2,0.18,1.26,1,0.5,0.54,2.04,32.15,3,3.93,39.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Grocers,9, Halibut ,0.73,0.88,0.2,0.18,1.26,1,0.5,0.54,2.04,32.15,3,3.93,39.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Grocers,10, Menhaden & Industrial ,0.73,0.88,0.2,0.18,1.26,1,0.5,0.54,2.04,32.15,3,3.93,39.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Grocers,11, Salmon ,0.73,0.88,0.2,0.18,1.26,1,0.5,0.54,2.04,32.15,3,3.93,39.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Grocers,12, Sea Scallop ,0.73,0.88,0.2,0.18,1.26,1,0.5,0.54,2.04,32.15,3,3.93,39.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Grocers,13,Pelagic Herring and Mackerel,0.73,0.88,0.2,0.18,1.26,1,0.5,0.54,2.04,32.15,3,3.93,39.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Grocers,14, Surf Clam/Ocean Quahog  ,0.73,0.88,0.2,0.18,1.26,1,0.5,0.54,2.04,32.15,3,3.93,39.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Grocers,15, Other Trawl  ,0.73,0.88,0.2,0.18,1.26,1,0.5,0.54,2.04,32.15,3,3.93,39.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Grocers,16, All Other Finfish   ,0.73,0.88,0.2,0.18,1.26,1,0.5,0.54,2.04,32.15,3,3.93,39.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Grocers,17, All Other Shellfish   ,0.73,0.88,0.2,0.18,1.26,1,0.5,0.54,2.04,32.15,3,3.93,39.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Grocers,18, Freshwater  ,0.73,0.88,0.2,0.18,1.26,1,0.5,0.54,2.04,32.15,3,3.93,39.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Grocers,19, Inshore and Miscellaneous ,0.73,0.88,0.2,0.18,1.26,1,0.5,0.54,2.04,32.15,3,3.93,39.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Grocers,20, Bait ,0.73,0.88,0.2,0.18,1.26,1,0.5,0.54,2.04,32.15,3,3.93,39.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Grocers,Mark-up on seafood inputs,182.40%,,,,,NA,,,,NA,,,,NA,,,,,,,,,,,,,,,,
,MD,Maryland,,Restaurants,1, Shrimp ,0.81,0.56,0.19,0.2,0.95,1,0.54,0.59,2.13,25.83,3.23,4.28,33.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Restaurants,2, Crab ,0.81,0.56,0.19,0.2,0.95,1,0.54,0.59,2.13,25.83,3.23,4.28,33.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Restaurants,3, Lobster ,0.81,0.56,0.19,0.2,0.95,1,0.54,0.59,2.13,25.83,3.23,4.28,33.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Restaurants,4, East Coast Groundfish  ,0.81,0.56,0.19,0.2,0.95,1,0.54,0.59,2.13,25.83,3.23,4.28,33.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Restaurants,5, HMS  ,0.81,0.56,0.19,0.2,0.95,1,0.54,0.59,2.13,25.83,3.23,4.28,33.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Restaurants,6, Reef Fish ,0.81,0.56,0.19,0.2,0.95,1,0.54,0.59,2.13,25.83,3.23,4.28,33.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Restaurants,7, West Coast Groundfish  ,0.81,0.56,0.19,0.2,0.95,1,0.54,0.59,2.13,25.83,3.23,4.28,33.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Restaurants,8,West Coast Whiting,0.81,0.56,0.19,0.2,0.95,1,0.54,0.59,2.13,25.83,3.23,4.28,33.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Restaurants,9, Halibut ,0.81,0.56,0.19,0.2,0.95,1,0.54,0.59,2.13,25.83,13.5,4.28,43.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Restaurants,10, Menhaden & Industrial ,0.81,0.56,0.19,0.2,0.95,1,0.54,0.59,2.13,25.83,3.23,4.28,33.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Restaurants,11, Salmon ,0.81,0.56,0.19,0.2,0.95,1,0.54,0.59,2.13,25.83,3.23,4.28,33.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Restaurants,12, Sea Scallop ,0.81,0.56,0.19,0.2,0.95,1,0.54,0.59,2.13,25.83,3.23,4.28,33.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Restaurants,13,Pelagic Herring and Mackerel,0.81,0.56,0.19,0.2,0.95,1,0.54,0.59,2.13,25.83,3.23,4.28,33.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Restaurants,14, Surf Clam/Ocean Quahog  ,0.81,0.56,0.19,0.2,0.95,1,0.54,0.59,2.13,25.83,3.23,4.28,33.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Restaurants,15, Other Trawl  ,0.81,0.56,0.19,0.2,0.95,1,0.54,0.59,2.13,25.83,3.23,4.28,33.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Restaurants,16, All Other Finfish   ,0.81,0.56,0.19,0.2,0.95,1,0.54,0.59,2.13,25.83,3.23,4.28,33.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Restaurants,17, All Other Shellfish   ,0.81,0.56,0.19,0.2,0.95,1,0.54,0.59,2.13,25.83,3.23,4.28,33.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Restaurants,18, Freshwater  ,0.81,0.56,0.19,0.2,0.95,1,0.54,0.59,2.13,25.83,3.23,4.28,33.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Restaurants,19, Inshore and Miscellaneous ,0.81,0.56,0.19,0.2,0.95,1,0.54,0.59,2.13,25.83,3.23,4.28,33.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MD,Maryland,,Restaurants,20, Bait ,0.81,0.56,0.19,0.2,0.95,1,0.54,0.59,2.13,25.83,3.23,4.28,33.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MA,Massachusetts,,Harvesters,1, Shrimp ,0.65,0.54,0.18,0.17,0.89,1,0.44,0.48,1.93,16.13,2.31,3.3,21.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MA,Massachusetts,,Harvesters,2, Crab ,0.71,0.46,0.24,0.17,0.87,1,0.56,0.47,2.03,16.13,3,3.22,22.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MA,Massachusetts,,Harvesters,3, Lobster ,0.67,0.43,0.25,0.16,0.84,1,0.6,0.45,2.06,8.48,4.51,3.09,16.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MA,Massachusetts,,Harvesters,4, East Coast Groundfish  ,0.58,0.42,0.2,0.15,0.77,1,0.52,0.42,1.94,59.7,3.35,2.86,65.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MA,Massachusetts,,Harvesters,5, HMS  ,0.6,0.36,0.3,0.16,0.81,1,0.76,0.44,2.2,16.13,4.33,3,23.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MA,Massachusetts,,Harvesters,6, Reef Fish ,0.62,0.41,0.29,0.17,0.87,1,0.71,0.47,2.18,16.13,4.28,3.21,23.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MA,Massachusetts,,Harvesters,7, West Coast Groundfish  ,0.67,0.48,0.21,0.17,0.86,1,0.49,0.47,1.96,16.13,2.68,3.18,21.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MA,Massachusetts,,Harvesters,8,West Coast Whiting,0.67,0.48,0.21,0.17,0.86,1,0.49,0.47,1.96,16.13,2.68,3.18,21.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MA,Massachusetts,,Harvesters,9, Halibut ,0.67,0.54,0.19,0.17,0.9,1,0.46,0.49,1.95,16.13,2.51,3.32,21.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MA,Massachusetts,,Harvesters,10, Menhaden & Industrial ,0.48,0.23,0.32,0.14,0.69,1,0.87,0.37,2.24,11.86,4.71,2.52,19.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MA,Massachusetts,,Harvesters,11, Salmon ,0.73,0.62,0.18,0.19,0.99,1,0.43,0.54,1.97,16.13,2.37,3.66,22.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MA,Massachusetts,,Harvesters,12, Sea Scallop ,0.68,0.69,0.12,0.19,0.99,1,0.32,0.54,1.86,26.31,1.81,3.69,31.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MA,Massachusetts,,Harvesters,13,Pelagic Herring and Mackerel,0.59,0.48,0.18,0.16,0.82,1,0.48,0.44,1.93,16.98,2.96,3.02,22.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MA,Massachusetts,,Harvesters,14, Surf Clam/Ocean Quahog  ,0.69,0.41,0.25,0.16,0.83,1,0.56,0.45,2.01,16.13,3.2,3.05,22.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,MA,Massachusetts,,Harvesters,15, Other Trawl  ,0.56,0.36,0.27,0.15,0.78,1,0.72,0.42,2.14,16.13,3.94,2.89,22.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
